,en,fa,enFreq
5133,gorgeous,خوشگله,0.00000609348076923076
5134,capitol,کپیتول,0.00000609046692307692
5135,sim,سیم,0.00000609041538461538
5136,dishes,ظروف,0.0000060901723076923
5137,barbados,باربادوس,0.00000608781076923076
5138,chrysler,کرایسلر,0.00000608436923076923
5139,nervous,عصبی,0.00000608353923076923
5140,fragrance,خوشبو,0.00000608069692307692
5141,mcdonald,مکدونالد,0.00000608057384615384
5142,replica,بدلی,0.00000608034461538461
5143,brussels,بروکسل,0.00000607290923076923
5144,tribe,قبیله,0.00000606976538461538
5145,neighbors,همسایه,0.00000606972538461538
5146,transparent,شفاف,0.00000606565846153846
5147,rid,خلاص,0.0000060596
5148,trinity,تثلیث,0.00000605955
5149,charleston,چارلستون,0.00000605781153846153
5150,legends,افسانه,0.00000605348384615384
5151,boom,بوم,0.00000605318846153846
5152,calm,آرام,0.00000605181
5153,champions,قهرمانان,0.00000605134692307692
5154,floors,طبقات,0.00000604895846153846
5155,projectors,آپارات,0.00000604567538461538
5156,inappropriate,نامناسب,0.00000604229538461538
5157,shanghai,شانگهای,0.00000603916538461538
5158,burton,بارتون,0.00000603775923076923
5159,davidson,دیویدسن,0.00000603618769230769
5160,scotia,اسکوشیا,0.00000603539538461538
5161,farming,زراعت,0.0000060342423076923
5162,gibson,گیبسون,0.00000603357
5163,fork,چنگال,0.00000603067076923076
5164,troy,تروی,0.00000603034846153846
5165,roller,راهسازی,0.00000602735615384615
5166,introducing,معرفی,0.00000602730307692307
5167,batch,دسته,0.00000602696153846153
5168,organize,سازماندهی,0.00000602570769230769
5169,appreciated,مقبول,0.00000602435
5170,nicole,نیکل,0.00000602132769230769
5171,latino,لاتین,0.00000602081846153846
5172,ghana,غنا,0.00000602075307692307
5173,mixing,آمیختن,0.00000601928923076923
5174,skilled,ماهر,0.00000601755307692307
5175,harmony,هماهنگی,0.00000601557692307692
5176,distinguished,متمایز,0.00000601492846153846
5177,asthma,آسم,0.00000601475384615384
5178,shareholders,سهامداران,0.00000601267692307692
5179,twins,دوقلوها,0.00000601155923076923
5180,rip,ریپ,0.00000600922538461538
5181,triangle,مثلث,0.00000600633923076923
5182,oriental,خاوری,0.00000600099
5183,reward,اجر,0.00000599736692307692
5184,windsor,ویندسور,0.00000599713
5185,zambia,زامبیا,0.00000599478
5186,hydrogen,هیدروژن,0.00000598673538461538
5187,sprint,اسپرینت,0.00000598275076923076
5188,chick,چیک,0.00000597807846153846
5189,sims,سیمز,0.00000597439307692307
5190,confusion,سردرگمی,0.00000596437692307692
5191,tray,سینی,0.00000596313769230769
5192,genome,ژنوم,0.00000596166769230769
5193,medal,مدال,0.00000595925846153846
5194,vessels,رگها,0.00000595738923076923
5195,harbour,بندرگاه,0.00000595730307692307
5196,walks,میرود,0.00000595697692307692
5197,sol,سل,0.00000595610384615384
5198,sage,سیج,0.00000595350461538461
5199,knives,چاقوها,0.00000595126692307692
5200,eco,اکو,0.00000595116538461538
5201,arrange,ترتیب,0.00000594450769230769
5202,artistic,هنرمندانه,0.00000594258846153846
5203,bat,خفاش,0.00000594253846153846
5204,booth,باجه,0.00000594100769230769
5205,reflected,منعکس,0.00000593952769230769
5206,unified,یکپارچه,0.00000593752307692307
5207,bones,استخوانها,0.00000593653923076923
5208,breed,نژاد,0.00000593607769230769
5209,polar,قطبی,0.00000593497769230769
5210,precise,دقیقی,0.00000593334846153846
5211,sussex,ساسکس,0.0000059331223076923
5212,respiratory,تنفسی,0.00000593292384615384
5213,notifications,اعلان,0.00000593246846153846
5214,evaluating,ارزیابی,0.00000592560615384615
5215,lip,لیپ,0.00000592098692307692
5216,sap,ساپ,0.00000591908769230769
5217,gather,جمع,0.00000591760923076923
5218,suse,سوزه,0.00000591621846153846
5219,maternity,زایشگاه,0.00000591523615384615
5220,alfred,آلفرد,0.00000591076769230769
5221,colonial,استعماری,0.00000590877153846153
5222,embassy,سفارت,0.00000589961076923076
5223,cave,غار,0.00000589914076923076
5224,journalists,خبرنگاران,0.00000589698461538461
5225,danny,دنی,0.00000589604923076923
5226,slight,خفیف,0.00000589561615384615
5227,proceeds,درآمدش,0.0000058943823076923
5228,indirect,غیرمستقیم,0.00000589257692307692
5229,wool,پشم,0.0000058900623076923
5230,foundations,پایه,0.00000588939076923077
5231,arrest,بازداشت,0.00000588755307692307
5232,volleyball,والیبال,0.00000588665692307692
5233,horizon,افق,0.0000058837923076923
5234,deeply,عمیقا,0.00000587778076923076
5235,marina,مارینا,0.00000587353538461538
5236,liabilities,بدهی,0.00000587228923076923
5237,prizes,جوایز,0.0000058714523076923
5238,bosnia,بوسنی,0.00000586994692307692
5239,browsers,مرورگرهای,0.00000586813538461538
5240,tolerance,تحمل,0.00000586678153846153
5241,creativity,خلاقیت,0.00000586578461538461
5242,lloyd,لوید,0.00000586485846153846
5243,optics,اپتیک,0.00000585914307692307
5244,lightning,برق,0.00000585824
5245,attract,جذب,0.00000585306461538461
5246,brighton,برایتون,0.000005853
5247,snake,ماره,0.00000585107307692307
5248,leonard,لئونارد,0.00000584829461538461
5249,reminder,یادآوری,0.00000584246692307692
5250,nipple,پستان,0.00000584235
5251,behavioral,رفتاری,0.00000583499461538461
5252,riverside,ریورساید,0.00000583470307692307
5253,bathrooms,حمام,0.00000583442692307692
5254,plains,دشتی,0.00000583433692307692
5255,raymond,ریموند,0.00000583148076923076
5256,insights,بصیرت,0.00000583053076923076
5257,sullivan,سالیوان,0.00000582691384615384
5258,midwest,میدوست,0.00000582474769230769
5259,karaoke,کارائوکه,0.00000582203692307692
5260,trap,دام,0.00000582190923076923
5261,lonely,تنها,0.00000582130846153846
5262,nonprofit,غیرانتفاعی,0.0000058176923076923
5263,lancaster,لنکستر,0.00000581540076923076
5264,suspended,معلق,0.00000581426307692307
5265,julia,جولیا,0.00000581256538461538
5266,containers,کانتینر,0.00000581055307692307
5267,collar,قلاده,0.00000580882846153846
5268,simultaneously,همزمان,0.00000580777
5269,racial,نژادی,0.00000580747923076923
5270,bermuda,برمودا,0.00000580410692307692
5271,amanda,آماندا,0.00000580095153846153
5272,sociology,جامعهشناسی,0.00000580088692307692
5273,confident,دلگرم,0.00000579802923076923
5274,exhibits,نمایشگاههای,0.00000579530384615384
5275,officially,رسما,0.00000579521923076923
5276,consortium,کنسرسیوم,0.00000579443923076923
5277,dies,بمیرد,0.00000579406307692307
5278,terrace,تراس,0.00000579351923076923
5279,bacteria,باکتری,0.00000579305307692307
5280,novels,رمان,0.00000578857076923076
5281,recipients,گیرندگان,0.00000578764153846153
5282,ought,نگر,0.00000578710615384615
5283,delicious,خوشمزه,0.00000578564
5284,traditions,رسوم,0.00000578513461538461
5285,jail,زندان,0.00000578150384615384
5286,safely,سالم,0.00000578120923076923
5287,finite,متناهی,0.00000578056923076923
5288,kidney,کلیه,0.00000578050076923077
5289,sends,میفرستد,0.00000577900538461538
5290,durable,دوام,0.00000577752307692307
5291,mazda,مزدا,0.00000577624615384615
5292,allied,متحد,0.00000577600923076923
5293,moisture,رطوبت,0.00000577371692307692
5294,hungarian,مجارستانی,0.00000577301153846153
5295,roster,فهرست,0.00000577206615384615
5296,symantec,سیمنتک,0.00000576630384615384
5297,spencer,اسپنسر,0.00000576573846153846
5298,wichita,ویچیتا,0.00000576494615384615
5299,nasdaq,نزدک,0.00000576371076923076
5300,uruguay,اروگوئه,0.00000576278846153846
5301,transform,تبدیل,0.00000576071076923076
5302,timer,تایمر,0.00000576051461538461
5303,tablets,الواح,0.00000575840615384615
5304,tyler,تایلر,0.0000057499723076923
5305,futures,آتی,0.00000574813461538461
5306,vegetable,سبزیجات,0.0000057463223076923
5307,independently,مستقل,0.00000574159923076923
5308,wanting,خواستن,0.00000574123846153846
5309,custody,حضانت,0.00000573804153846153
5310,scratch,خراش,0.00000573655
5311,alignment,تراز,0.00000573418153846153
5312,masturbating,استمناء,0.00000573381153846153
5313,henderson,هندرسون,0.00000573375307692307
5314,britannica,بریتانیکا,0.00000573284153846153
5315,rocket,موشک,0.00000572851538461538
5316,aye,آری,0.00000572453076923076
5317,bullet,گلوله,0.00000572378307692307
5318,towers,برجهای,0.00000572174153846153
5319,nasty,زننده,0.00000571911307692307
5320,visibility,دید,0.0000057186523076923
5321,consciousness,هشیاری,0.00000571682846153846
5322,tumor,تومور,0.00000571575384615384
5323,ugly,زشته,0.00000571574
5324,deposits,سپرده,0.00000571564076923076
5325,beverly,بورلی,0.00000571466384615384
5326,mistress,معشوقه,0.00000571277923076923
5327,encounter,رویارویی,0.00000571277538461538
5328,watts,واتس,0.00000571051846153846
5329,duncan,دانکن,0.00000571029076923076
5330,hart,هارت,0.00000570527846153846
5331,bernard,برنارد,0.0000057047023076923
5332,attempted,تلاش,0.00000570172461538461
5333,priest,کشیشی,0.00000569368692307692
5334,floyd,فلوید,0.00000569342384615384
5335,ronald,رونالد,0.00000569287153846153
5336,analysts,تحلیلگران,0.00000569279307692307
5337,queue,صف,0.00000569120692307692
5338,trance,ترنس,0.00000568617384615384
5339,bundle,بقچه,0.00000567881076923076
5340,hammer,همر,0.00000567876384615384
5341,invasion,هجوم,0.00000567830307692307
5342,witnesses,شاهدین,0.00000567787
5343,runner,دونده,0.00000567770923076923
5344,rows,صف,0.00000567672615384615
5345,skins,پوست,0.00000566970153846153
5346,fujitsu,فوجیتسو,0.00000566834153846153
5347,spelling,املایی,0.00000566772692307692
5348,arctic,قطبی,0.00000566654538461538
5349,exams,امتحانات,0.0000056653723076923
5350,rewards,پاداش,0.00000566369076923076
5351,frederick,فریدریش,0.00000566210076923076
5352,infrared,فروسرخ,0.0000056562923076923
5353,seventh,هفتم,0.00000565517769230769
5354,gods,خدایان,0.00000565321615384615
5355,une,فاخته,0.00000565212692307692
5356,welsh,ولش,0.00000565143615384615
5357,belly,شکمش,0.00000565104153846153
5358,aggressive,پرخاشگرانه,0.00000565070615384615
5359,tex,تکس,0.00000564784
5360,quarters,مقر,0.00000564762615384615
5361,stolen,دزدیده,0.00000564724923076923
5362,haiti,هائیتی,0.00000564052692307692
5363,disturbed,آشفته,0.00000564027461538461
5364,sculpture,مجسمه,0.00000563693076923076
5365,poly,پلی,0.0000056354523076923
5366,ears,گوش,0.00000563399461538461
5367,fist,مشت,0.00000563031153846153
5368,neo,نئو,0.00000562777153846153
5369,motivation,انگیزش,0.00000562726
5370,pharmacology,داروشناسی,0.00000562582384615384
5371,fitting,درخور,0.00000562553615384615
5372,bloggers,وبلاگنویسان,0.00000562514769230769
5373,passengers,مسافران,0.00000562285846153846
5374,petersburg,پترزبورگ,0.00000562057384615384
5375,powerpoint,پاورپوینت,0.00000561784692307692
5376,surplus,افزون,0.00000561502
5377,sonic,سونیک,0.00000561455384615384
5378,cheers,نوش,0.00000561021846153846
5379,dig,حفر,0.00000560983615384615
5380,taxi,تاکسی,0.00000560966769230769
5381,punishment,تنبیه,0.00000560952769230769
5382,appreciation,قدردانی,0.0000056083723076923
5383,subsequently,متعاقبا,0.00000560787307692307
5384,belarus,بلاروس,0.00000560490153846153
5385,nat,نت,0.00000560420846153846
5386,gravity,گرانش,0.00000560397153846153
5387,providence,مشیت,0.00000560361
5388,thumb,شست,0.00000560337384615384
5389,restriction,محدودیت,0.00000560155
5390,treasurer,گنجور,0.00000559923846153846
5391,essence,اسانس,0.0000055964723076923
5392,ethiopia,اتیوپی,0.00000559526846153846
5393,mighty,مقتدر,0.00000559133461538461
5394,athletes,ورزشکاران,0.00000559104615384615
5395,humanity,بشر,0.00000559033076923076
5396,transcription,رونویسی,0.00000558882307692307
5397,holmes,هلمز,0.00000558619769230769
5398,complications,عوارض,0.00000558603538461538
5399,scholars,محققان,0.00000558485769230769
5400,scripting,کدنویسی,0.00000558444615384615
5401,remembered,یادش,0.00000558423
5402,galaxy,گلکسی,0.00000558181615384615
5403,chester,چستر,0.00000558150846153846
5404,caring,مراقبت,0.00000557974076923076
5405,worn,ساییده,0.00000557917307692307
5406,synthetic,مصنوعی,0.00000557917153846153
5407,shaw,شاو,0.00000557714461538461
5408,segments,قطعه,0.00000557683461538461
5409,testament,وصیت,0.00000557420846153846
5410,expo,اکسپو,0.00000557391
5411,dominant,غالب,0.00000557327384615384
5412,twist,پیچش,0.00000556988769230769
5413,itunes,آیتونز,0.0000055689223076923
5414,stomach,شکم,0.00000556464923076923
5415,darwin,داروین,0.00000555600538461538
5416,ranks,درجات,0.00000555576846153846
5417,wilderness,برهوت,0.00000555572307692307
5418,bradley,بردلی,0.00000554951769230769
5419,deny,تکذیب,0.0000055471323076923
5420,anatomy,آناتومی,0.00000554646615384615
5421,bali,بالی,0.00000554541538461538
5422,judy,جودی,0.00000554512923076923
5423,headphones,هدفون,0.00000554151153846153
5424,fraction,کسر,0.00000553987307692307
5425,cube,مکعب,0.00000553911076923076
5426,uncertainty,قطعیت,0.00000553357
5427,breakdown,بهمنی,0.00000553342
5428,milton,میلتون,0.00000553304076923076
5429,marker,ماژیک,0.00000553268923076923
5430,reconstruction,بازسازی,0.00000553258923076923
5431,clarity,وضوح,0.0000055311123076923
5432,rugs,قالی,0.00000553084846153846
5433,sandra,ساندرا,0.00000552932
5434,adelaide,آدلاید,0.00000552883538461538
5435,encouraging,دلگرم,0.00000552848538461538
5436,folding,گاه,0.00000552501538461538
5437,emirates,امارات,0.00000552461846153846
5438,terrorists,تروریستها,0.0000055225023076923
5439,beneficial,مفید,0.00000551856384615384
5440,vaccine,واکسن,0.00000551731076923076
5441,belize,بلیز,0.00000551599846153846
5442,fate,تقدیر,0.00000551040615384615
5443,volvo,ولوو,0.00000550971923076923
5444,penny,پنی,0.00000550927846153846
5445,minolta,مینولتا,0.00000550771692307692
5446,gui,ونک,0.0000055053923076923
5447,porter,پورتر,0.00000550298076923076
5448,jungle,جنگل,0.0000055011
5449,rim,ریم,0.00000549906538461538
5450,zen,ذن,0.00000549754923076923
5451,ivory,عاج,0.00000549745
5452,alpine,آلپاین,0.00000549541153846153
5453,prediction,پیشبینی,0.00000549342307692307
5454,pharmaceuticals,داروئی,0.00000549208
5455,remix,ریمیکس,0.00000548667384615384
5456,newer,جدیدتر,0.00000547913769230769
5457,ecological,اکولوژیکی,0.00000547717076923076
5458,spice,ادویه,0.00000547713384615384
5459,oval,بیضی,0.00000547627923076923
5460,implies,دلالت,0.00000547607307692307
5461,soma,سوما,0.00000547398076923076
5462,ser,سِر,0.00000547236076923076
5463,cooler,کولر,0.00000547217076923076
5464,maritime,دریانوردی,0.00000546949076923077
5465,periodic,متناوب,0.00000546867615384615
5466,prospect,دورنمای,0.00000546513769230769
5467,shipment,محموله,0.00000546295153846153
5468,breeding,پرورش,0.00000546118692307692
5469,geographical,جغرافیایی,0.00000545925153846153
5470,donor,اهدای,0.00000545898076923077
5471,mozambique,موزامبیک,0.0000054586823076923
5472,tension,کشش,0.00000545816
5473,benz,بنز,0.00000545758076923076
5474,trash,زباله,0.00000545600461538461
5475,shapes,شکلها,0.00000545544076923076
5476,earl,ارل,0.00000544998153846153
5477,manor,مانور,0.00000544976
5478,envelope,پاکت,0.00000544789615384615
5479,diane,دایان,0.00000544720538461538
5480,homeland,میهن,0.00000544487461538461
5481,excluded,مستثنی,0.00000543949461538461
5482,andrea,آندریا,0.00000543740538461538
5483,breeds,نژادهای,0.00000543727615384615
5484,rapids,راپیدز,0.00000543724
5485,disco,دیسکو,0.0000054366823076923
5486,sheffield,شفیلد,0.00000543467076923076
5487,emotions,احساسات,0.00000543137615384615
5488,wellington,ولینگتون,0.00000543051153846153
5489,prospects,دورنمای,0.00000542969923076923
5490,cleaners,نظافتچی,0.0000054287623076923
5491,bulgarian,بلغاری,0.0000054283123076923
5492,eternal,ابدی,0.00000542442846153846
5493,cashiers,دارها,0.00000542369615384615
5494,guam,گوام,0.00000542212615384615
5495,aboriginal,بومیان,0.00000541755538461538
5496,rotation,چرخش,0.00000541670461538461
5497,nam,نم,0.00000541364076923076
5498,productive,سودمندی,0.00000541240923076923
5499,boulevard,بلوار,0.00000541238153846153
5500,eugene,یوجین,0.00000541203615384615
5501,pig,خوک,0.00000540680076923076
5502,metric,متریک,0.00000540608538461538
5503,minus,مینوس,0.00000540412615384615
5504,bennett,بنت,0.00000540109076923077
5505,imagination,تصورات,0.00000539923538461538
5506,joshua,جاشوا,0.00000539862384615384
5507,varied,متنوع,0.00000539523
5508,grande,گرانده,0.00000539407692307692
5509,closest,نزدیکترین,0.00000539316076923076
5510,actress,بازیگر,0.00000539235076923076
5511,assign,انتساب,0.00000539060538461538
5512,armstrong,آرمسترانگ,0.00000538988846153846
5513,politicians,سیاستمداران,0.00000538851846153846
5514,tigers,ببرها,0.00000538554846153846
5515,aurora,اورورا,0.00000538503538461538
5516,milan,میلان,0.00000538408538461538
5517,premiere,افتتاحیه,0.00000538356384615384
5518,villages,روستاهای,0.00000538244692307692
5519,shade,سایه,0.00000538218076923076
5520,chorus,همخوان,0.00000538008923076923
5521,rhythm,ریتم,0.00000537987153846153
5522,digit,رقم,0.00000537772692307692
5523,symphony,سمفونی,0.00000537603538461538
5524,sudden,ناگهانی,0.00000537109461538461
5525,accepting,پذیرفتن,0.00000537052153846153
5526,precipitation,بارندگی,0.00000536977
5527,marilyn,مریلین,0.00000536961538461538
5528,lions,شیرها,0.00000536941846153846
5529,ada,آدا,0.00000536754538461538
5530,claire,کلر,0.00000535814153846153
5531,isolation,انزوا,0.00000535716846153846
5532,sustained,وارده,0.00000535315923076923
5533,approximate,تقریبی,0.00000534837615384615
5534,rope,طناب,0.00000534460692307692
5535,carroll,کرول,0.00000534361615384615
5536,rational,معقول,0.00000534309923076923
5537,fighters,مبارزان,0.00000534117538461538
5538,chambers,چمبرز,0.00000534098076923076
5539,greetings,درود,0.0000053386423076923
5540,incomplete,ناتمام,0.00000533536384615384
5541,chronicle,کرونیکل,0.00000533358846153846
5542,fountain,چشمه,0.00000533238384615384
5543,grave,قبر,0.00000533000615384615
5544,legitimate,مشروع,0.00000532984769230769
5545,biographies,بیوگرافی,0.00000532894461538461
5546,burner,سوز,0.00000532700846153846
5547,yrs,قبرس,0.00000532651
5548,investigator,بازپرس,0.00000532504384615384
5549,plaintiff,شاکی,0.00000532402153846153
5550,finnish,فنلاندی,0.0000053201923076923
5551,gentle,نرم,0.00000531841153846153
5552,prisoners,زندانیان,0.00000531701384615384
5553,deeper,عمیقتر,0.00000531548615384615
5554,muslims,مسلمان,0.00000531545769230769
5555,hose,شیلنگ,0.00000531469923076923
5556,mediterranean,مدیترانه,0.00000531414769230769
5557,worthy,شایسته,0.00000531312538461538
5558,architects,معماران,0.00000531154538461538
5559,saints,مقدسات,0.00000531116846153846
5560,entrepreneur,کارآفرین,0.00000530976769230769
5561,sig,زیگ,0.0000053088523076923
5562,duo,دوو,0.00000530652307692307
5563,devon,دوون,0.00000530462769230769
5564,helena,هلنا,0.00000530255923076923
5565,unexpected,غیرمنتظره,0.00000530086384615384
5566,cigarette,سیگار,0.00000530054384615384
5567,fog,مه,0.00000529987076923076
5568,marion,ماریون,0.00000529966461538461
5569,lobby,لابی,0.00000529805923076923
5570,egyptian,مصر,0.00000529731153846153
5571,tunisia,تونس,0.00000529559692307692
5572,metallica,متالیکا,0.00000529288846153846
5573,headline,تیتر,0.0000052904723076923
5574,treating,درمان,0.00000528992
5575,punch,مشت,0.00000528680307692307
5576,cowboy,کابوی,0.00000528355
5577,narrative,روایت,0.00000528092461538461
5578,bahrain,بحرین,0.00000527997923076923
5579,karma,کارما,0.00000527877461538461
5580,consist,متشکل,0.00000527823769230769
5581,betty,بتی,0.00000527547769230769
5582,queens,کوئینز,0.00000527531923076923
5583,academics,دانشگاهیان,0.00000527527384615384
5584,lucas,لوکاس,0.00000527382769230769
5585,subdivision,زیربخش,0.00000527201153846153
5586,tribes,پشتون,0.00000527136692307692
5587,defeat,شکست,0.00000527048307692307
5588,clicks,کلیک,0.00000526964461538461
5589,distinction,تمایز,0.00000526731692307692
5590,honduras,هندوراس,0.00000526676538461538
5591,naughty,شیطون,0.00000526595615384615
5592,harper,هارپر,0.0000052641723076923
5593,livestock,احشام,0.00000526406538461538
5594,exemption,معافیت,0.00000526323923076923
5595,tenant,مستاجر,0.00000526279615384615
5596,sustainability,پایداری,0.00000526248846153846
5597,tattoo,تاتو,0.00000526140615384615
5598,shake,لرزش,0.00000526101461538461
5599,algebra,جبر,0.00000525983384615384
5600,holly,هالی,0.00000525694769230769
5601,silly,ابلهانه,0.00000525665692307692
5602,yea,آری,0.00000525521
5603,mercy,رحمت,0.00000525473
5604,hartford,هارتفورد,0.00000525186307692307
5605,freely,آزادانه,0.00000525136076923077
5606,marcus,مارکوس,0.0000052505923076923
5607,sunrise,طلوع,0.00000525055461538461
5608,wrapping,قنداق,0.00000525051923076923
5609,mild,خفیف,0.00000525007615384615
5610,fur,خز,0.00000524960846153846
5611,nicaragua,نیکاراگوئه,0.00000524850461538461
5612,timeline,گاهشمار,0.0000052456923076923
5613,tar,تار,0.00000524283615384615
5614,affiliation,وابستگی,0.00000523093153846153
5615,fence,پرچین,0.00000522815769230769
5616,infinite,بینهایت,0.00000522725153846153
5617,relatives,خویشان,0.00000522378153846153
5618,clan,خاندان,0.0000052220323076923
5619,legally,قانونا,0.00000522072
5620,shame,خجالت,0.00000521945846153846
5621,satisfactory,رضایت,0.00000521940461538461
5622,revolutionary,انقلابی,0.00000521906153846153
5623,sync,همگامی,0.00000521793923076923
5624,civilian,غیرنظامی,0.00000521730076923077
5625,mesa,مسا,0.00000521612307692307
5626,fatal,مرگبار,0.00000521518769230769
5627,breathing,تنفس,0.00000521404076923076
5628,thickness,ضخامت,0.00000521308692307692
5629,adjustments,تنظیمات,0.00000521117076923076
5630,graphical,گرافیکی,0.00000520986
5631,genius,نابغه,0.00000520828
5632,aerospace,هوافضا,0.00000520764769230769
5633,fighter,مبارز,0.00000520743538461538
5634,flesh,گوشت,0.00000520671076923076
5635,retreat,نشینی,0.00000520636538461538
5636,rug,فرش,0.00000519923769230769
5637,democrat,دموکرات,0.00000519870307692307
5638,shortcuts,میانبرهای,0.00000519634692307692
5639,pamela,پاملا,0.00000519356923076923
5640,andrews,اندروز,0.00000519106538461538
5641,marble,مرمر,0.00000518865769230769
5642,hull,هال,0.00000518769384615384
5643,surrey,ساری,0.00000518712538461538
5644,briefing,توجیهی,0.00000518290384615384
5645,dem,دم,0.00000518160153846153
5646,highland,هایلند,0.00000517773307692307
5647,meditation,مدیتیشن,0.00000517643923076923
5648,modular,مدولار,0.00000517626076923076
5649,microphone,میکروفن,0.00000517569461538461
5650,macedonia,مقدونیه,0.00000517471307692307
5651,brandon,براندون,0.00000517265
5652,instrumental,سازی,0.00000517259615384615
5653,organizing,سازماندهی,0.00000517176923076923
5654,shed,گریست,0.00000516953615384615
5655,balloon,بادکنک,0.00000516893384615384
5656,winston,وینستون,0.00000516327846153846
5657,memo,یادداشت,0.00000516174769230769
5658,ham,ژامبون,0.00000516173384615384
5659,solved,حل,0.00000516167076923076
5660,tide,جزر,0.00000515822769230769
5661,kazakhstan,قزاقستان,0.00000515817
5662,hawaiian,هاوایی,0.00000515476461538461
5663,standings,پایگاههای,0.00000515462846153846
5664,partition,پارتیشن,0.0000051543523076923
5665,invisible,نامرئی,0.00000515381769230769
5666,funk,فانک,0.00000515170692307692
5667,qatar,قطر,0.00000515046384615384
5668,magnet,مغناطیس,0.00000514967
5669,porsche,پورشه,0.00000514760384615384
5670,cayman,کیمن,0.0000051472623076923
5671,jaguar,جگوار,0.00000514453076923077
5672,commodity,کالا,0.00000514190076923076
5673,wang,وانگ,0.00000514011923076923
5674,kilometers,کیلومتر,0.00000513656846153846
5675,rand,رند,0.00000513555538461538
5676,hopkins,هاپکینز,0.00000513412923076923
5677,urgent,فوری,0.00000513401615384615
5678,infants,نوزادان,0.00000513321307692307
5679,gothic,گوتیک,0.00000513309538461538
5680,cylinder,استوانه,0.00000513262461538461
5681,witch,جادوگر,0.00000513196923076923
5682,buck,باک,0.00000513036307692307
5683,indication,نشانه,0.00000512915538461538
5684,congratulations,تبریک,0.00000512829
5685,cohen,کوئن,0.00000512747846153846
5686,acre,اکر,0.00000512335461538461
5687,graphs,گرافهای,0.00000512323076923076
5688,surround,احاطه,0.00000512313153846153
5689,cigarettes,سیگار,0.00000512174846153846
5690,revenge,انتقام,0.00000511947846153846
5691,expires,انقضا,0.0000051189923076923
5692,enemies,دشمنان,0.00000511882076923076
5693,aqua,آکوا,0.00000511613461538461
5694,chen,چن,0.00000511610692307692
5695,emma,اِما,0.00000511516076923076
5696,consultancy,مشاوره,0.00000511404
5697,accepts,پذیرد,0.00000511356923076923
5698,conventions,همایش,0.00000511308692307692
5699,eva,اِوا,0.00000511248846153846
5700,patrol,پاترول,0.00000511188153846153
5701,smell,بوش,0.00000510974307692307
5702,pest,آفت,0.00000510635
5703,coordinates,مختصات,0.00000510394307692307
5704,carnival,کارناوال,0.00000510295
5705,promises,وعده,0.00000510159153846153
5706,reef,آبسنگ,0.00000509783461538461
5707,divide,تفرقه,0.00000509626384615384
5708,consecutive,پیاپی,0.00000509294615384615
5709,cornell,کرنل,0.00000509288769230769
5710,satin,ساتن,0.00000509282615384615
5711,bon,بون,0.00000509228769230769
5712,deserve,سزاوار,0.00000509174923076923
5713,representations,لاماسو,0.00000508880923076923
5714,chan,چان,0.00000508687538461538
5715,worried,نگران,0.00000508496615384615
5716,tunes,تونز,0.00000508469846153846
5717,garbage,زباله,0.0000050841923076923
5718,mas,ماس,0.00000507853846153846
5719,beth,بث,0.0000050747
5720,bradford,بردفورد,0.00000507458692307692
5721,len,لن,0.00000507434692307692
5722,phrases,عبارتهای,0.00000507432461538461
5723,kai,کای,0.00000507222846153846
5724,chelsea,چلسی,0.00000507104769230769
5725,boring,ملال,0.00000506990076923076
5726,reynolds,رینولدز,0.00000506981923076923
5727,dom,دام,0.00000506926538461538
5728,jill,جیل,0.00000506892846153846
5729,reaches,میرسد,0.00000506513538461538
5730,schema,شمای,0.0000050648623076923
5731,sofa,مبل,0.00000506258307692307
5732,catalogs,فهرستهای,0.00000506222076923076
5733,parliamentary,پارلمانی,0.00000505560307692307
5734,prefix,پیشوند,0.0000050547723076923
5735,lucia,لوسیا,0.00000505464076923076
5736,savannah,ساوانا,0.00000505335
5737,barrel,بشکه,0.00000505256846153846
5738,typing,تحریر,0.00000505226461538461
5739,nerve,عصب,0.00000505186
5740,planets,سیارات,0.00000505042153846153
5741,deficit,کسری,0.00000504966846153846
5742,boulder,بولدر,0.00000504789384615384
5743,viii,هشتم,0.00000504456
5744,myanmar,میانمار,0.00000504399846153846
5745,metadata,فراداده,0.00000504390846153846
5746,harold,هرولد,0.00000504160538461538
5747,circuits,مدارهای,0.00000504101846153846
5748,floppy,فلاپی,0.00000504010846153846
5749,texture,بافت,0.00000503978307692307
5750,jar,کوزه,0.00000503785461538461
5751,somerset,سامرست,0.00000503690692307692
5752,acknowledge,اذعان,0.00000503585538461538
5753,antigua,آنتیگوا,0.00000503298692307692
5754,nottingham,ناتینگهام,0.00000503296384615384
5755,thunder,تندر,0.00000503284846153846
5756,tent,چادری,0.00000503261076923076
5757,caution,احتیاط,0.00000503243076923076
5758,questionnaire,پرسشنامه,0.00000503058769230769
5759,locks,قفل,0.00000502828538461538
5760,modelling,مدلسازی,0.00000502750153846153
5761,miniature,مینیاتور,0.00000502640076923076
5762,hack,هک,0.00000502608384615384
5763,dare,جرأت,0.0000050260423076923
5764,euros,یورو,0.00000502596461538461
5765,aerial,هوایی,0.00000502414307692307
5766,hawk,هاوک,0.00000502237384615384
5767,rebel,شورشی,0.0000050213923076923
5768,systematic,اصولی,0.00000502118615384615
5769,hired,استخدام,0.00000502032769230769
5770,makeup,آرایش,0.00000501953538461538
5771,textile,پارچه,0.00000501889923076923
